match_date,match_time,final_score,home_team,away_team,goals,season,round
11. february 2023,15:00,1:1,Coventry City,Luton Town,"{'1': 'away', '45': 'home'}",2022-2023,31
11. february 2023,15:00,3:0,Burnley FC,Preston North End,"{'15': 'home', '55': 'home', '58': 'home'}",2022-2023,31
11. february 2023,15:00,1:1,Watford FC,Blackburn Rovers,"{'24': 'away', '74': 'home'}",2022-2023,31
11. february 2023,15:00,1:2,Queens Park Rangers,Millwall FC,"{'31': 'away', '78': 'away', '82': 'home'}",2022-2023,31
11. february 2023,15:00,3:0,Sheffield United,Swansea City,"{'21': 'home', '45': 'home', '89': 'home'}",2022-2023,31
11. february 2023,15:00,0:0,Stoke City,Hull City,,2022-2023,31
11. february 2023,15:00,1:0,Wigan Athletic,Huddersfield Town,{'82': 'home'},2022-2023,31
14. february 2023,19:45,0:2,Birmingham City,Cardiff City,"{'84': 'away', '90': 'away'}",2022-2023,32
14. february 2023,19:45,1:0,Coventry City,Millwall FC,{'67': 'home'},2022-2023,32
14. february 2023,19:45,3:1,Norwich City,Hull City,"{'14': 'away', '18': 'home', '58': 'home', '89': 'home'}",2022-2023,32
14. february 2023,19:45,0:3,Queens Park Rangers,Sunderland AFC,"{'34': 'away', '82': 'away', '90': 'away'}",2022-2023,32
14. february 2023,20:00,1:1,Burnley FC,Watford FC,"{'32': 'away', '90': 'home'}",2022-2023,32
14. february 2023,20:00,2:1,Reading FC,Rotherham United,"{'37': 'away', '52': 'home', '90': 'home'}",2022-2023,32
15. february 2023,19:45,1:1,Bristol City,Wigan Athletic,"{'36': 'home', '65': 'away'}",2022-2023,32
15. february 2023,19:45,1:1,Preston North End,Luton Town,"{'73': 'away', '81': 'home'}",2022-2023,32
15. february 2023,19:45,2:1,Swansea City,Blackpool FC,"{'21': 'home', '70': 'away', '73': 'home'}",2022-2023,32
15. february 2023,19:45,3:0,Stoke City,Huddersfield Town,"{'13': 'home', '73': 'home', '90': 'home'}",2022-2023,32
15. february 2023,20:00,1:3,Sheffield United,Middlesbrough FC,"{'5': 'home', '25': 'away', '48': 'away', '74': 'away'}",2022-2023,32
15. february 2023,20:00,1:1,West Bromwich Albion,Blackburn Rovers,"{'73': 'home', '89': 'away'}",2022-2023,32
17. february 2023,20:00,1:0,Cardiff City,Reading FC,{'90': 'home'},2022-2023,33
18. february 2023,12:30,3:2,Millwall FC,Sheffield United,"{'6': 'home', '39': 'away', '63': 'home', '82': 'away', '88': 'home'}",2022-2023,33
18. february 2023,15:00,1:1,Sunderland AFC,Bristol City,"{'59': 'home', '90': 'away'}",2022-2023,33
18. february 2023,15:00,1:0,Blackburn Rovers,Swansea City,{'89': 'home'},2022-2023,33
18. february 2023,15:00,1:0,Blackpool FC,Stoke City,{'7': 'home'},2022-2023,33
18. february 2023,15:00,3:1,Middlesbrough FC,Queens Park Rangers,"{'64': 'home', '77': 'home', '89': 'away', '90': 'home'}",2022-2023,33
18. february 2023,15:00,2:1,Huddersfield Town,Birmingham City,"{'6': 'away', '25': 'home', '49': 'home'}",2022-2023,33
18. february 2023,15:00,0:0,Hull City,Preston North End,,2022-2023,33
18. february 2023,15:00,0:1,Luton Town,Burnley FC,{'78': 'away'},2022-2023,33
18. february 2023,15:00,0:2,Rotherham United,Coventry City,"{'46': 'away', '90': 'away'}",2022-2023,33
18. february 2023,15:00,0:0,Wigan Athletic,Norwich City,,2022-2023,33
20. february 2023,20:00,3:2,Watford FC,West Bromwich Albion,"{'23': 'home', '56': 'away', '66': 'home', '71': 'away', '78': 'home'}",2022-2023,33
25. february 2023,12:30,2:1,Coventry City,Sunderland AFC,"{'25': 'home', '89': 'home', '90': 'away'}",2022-2023,34
25. february 2023,15:00,0:1,Birmingham City,Luton Town,{'47': 'away'},2022-2023,34
25. february 2023,15:00,1:0,Bristol City,Hull City,{'70': 'home'},2022-2023,34
25. february 2023,15:00,4:0,Burnley FC,Huddersfield Town,"{'7': 'home', '18': 'home', '31': 'home', '74': 'home'}",2022-2023,34
25. february 2023,15:00,3:1,Reading FC,Blackpool FC,"{'12': 'home', '70': 'home', '72': 'home', '90': 'away'}",2022-2023,34
25. february 2023,15:00,2:0,Norwich City,Cardiff City,"{'33': 'home', '37': 'home'}",2022-2023,34
25. february 2023,15:00,2:1,Preston North End,Wigan Athletic,"{'27': 'away', '53': 'home', '57': 'home'}",2022-2023,34
25. february 2023,15:00,1:3,Queens Park Rangers,Blackburn Rovers,"{'14': 'away', '24': 'home', '45': 'away', '60': 'away'}",2022-2023,34
25. february 2023,15:00,1:0,Sheffield United,Watford FC,{'73': 'home'},2022-2023,34
25. february 2023,15:00,0:1,Stoke City,Millwall FC,{'9': 'away'},2022-2023,34
25. february 2023,15:00,2:0,West Bromwich Albion,Middlesbrough FC,"{'8': 'home', '10': 'home'}",2022-2023,34
27. february 2023,20:00,1:1,Swansea City,Rotherham United,"{'42': 'home', '52': 'away'}",2022-2023,34
3. march 2023,20:00,2:0,Hull City,West Bromwich Albion,"{'33': 'home', '57': 'home'}",2022-2023,35
4. march 2023,12:30,1:0,Blackburn Rovers,Sheffield United,{'5': 'home'},2022-2023,35
4. march 2023,12:30,2:0,Cardiff City,Bristol City,"{'52': 'home', '70': 'home'}",2022-2023,35
4. march 2023,15:00,1:5,Sunderland AFC,Stoke City,"{'41': 'away', '53': 'away', '57': 'away', '62': 'home', '68': 'away', '76': 'away'}",2022-2023,35
4. march 2023,15:00,0:0,Blackpool FC,Burnley FC,,2022-2023,35
4. march 2023,15:00,5:0,Middlesbrough FC,Reading FC,"{'24': 'home', '45': 'home', '48': 'home', '51': 'home', '76': 'home'}",2022-2023,35
4. march 2023,15:00,2:3,Millwall FC,Norwich City,"{'20': 'home', '38': 'away', '55': 'away', '65': 'away', '83': 'home'}",2022-2023,35
4. march 2023,15:00,0:0,Watford FC,Preston North End,,2022-2023,35
4. march 2023,15:00,0:4,Huddersfield Town,Coventry City,"{'31': 'away', '55': 'away', '59': 'away', '90': 'away'}",2022-2023,35
4. march 2023,15:00,1:0,Luton Town,Swansea City,{'39': 'home'},2022-2023,35
4. march 2023,15:00,3:1,Rotherham United,Queens Park Rangers,"{'15': 'home', '70': 'home', '83': 'away', '90': 'home'}",2022-2023,35
4. march 2023,15:00,1:1,Wigan Athletic,Birmingham City,"{'4': 'away', '60': 'home'}",2022-2023,35
10. march 2023,20:00,3:2,Stoke City,Blackburn Rovers,"{'24': 'home', '43': 'home', '75': 'home', '86': 'away', '90': 'away'}",2022-2023,36
11. march 2023,12:30,2:0,Bristol City,Blackpool FC,"{'58': 'home', '81': 'home'}",2022-2023,36
11. march 2023,15:00,2:0,Birmingham City,Rotherham United,"{'5': 'home', '35': 'home'}",2022-2023,36
11. march 2023,15:00,1:1,Coventry City,Hull City,"{'52': 'away', '71': 'home'}",2022-2023,36
11. march 2023,15:00,3:0,Burnley FC,Wigan Athletic,"{'14': 'home', '47': 'home', '76': 'home'}",2022-2023,36
11. march 2023,15:00,0:1,Reading FC,Millwall FC,{'11': 'away'},2022-2023,36
11. march 2023,15:00,2:0,Preston North End,Cardiff City,"{'68': 'home', '90': 'home'}",2022-2023,36
11. march 2023,15:00,1:0,Queens Park Rangers,Watford FC,{'15': 'home'},2022-2023,36
11. march 2023,15:00,0:1,Sheffield United,Luton Town,{'53': 'away'},2022-2023,36
11. march 2023,15:00,1:3,Swansea City,Middlesbrough FC,"{'15': 'home', '54': 'away', '57': 'away', '77': 'away'}",2022-2023,36
11. march 2023,15:00,1:0,West Bromwich Albion,Huddersfield Town,{'30': 'home'},2022-2023,36
12. march 2023,12:00,0:1,Norwich City,Sunderland AFC,{'15': 'away'},2022-2023,36
14. march 2023,19:45,6:1,Blackpool FC,Queens Park Rangers,"{'3': 'home', '11': 'home', '14': 'home', '36': 'home', '43': 'away', '48': 'home', '88': 'home'}",2022-2023,37
14. march 2023,19:45,2:1,Millwall FC,Swansea City,"{'48': 'home', '55': 'home', '58': 'away'}",2022-2023,37
14. march 2023,19:45,3:0,Watford FC,Birmingham City,"{'6': 'home', '16': 'home', None: 'home'}",2022-2023,37
14. march 2023,19:45,1:2,Rotherham United,Preston North End,"{'23': 'away', '35': 'home', '45': 'away'}",2022-2023,37
14. march 2023,19:45,1:1,Wigan Athletic,Coventry City,"{'52': 'away', '83': 'home'}",2022-2023,37
14. march 2023,20:00,1:1,Middlesbrough FC,Stoke City,"{'23': 'home', '45': 'away'}",2022-2023,37
15. march 2023,19:45,2:1,Blackburn Rovers,Reading FC,"{'2': 'home', '68': 'away', '82': 'home'}",2022-2023,37
15. march 2023,19:45,1:1,Cardiff City,West Bromwich Albion,"{'17': 'away', '65': 'home'}",2022-2023,37
15. march 2023,19:45,1:1,Huddersfield Town,Norwich City,"{'26': 'away', '65': 'home'}",2022-2023,37
15. march 2023,19:45,1:3,Hull City,Burnley FC,"{'43': 'away', '59': 'away', '73': 'away', '90': 'home'}",2022-2023,37
15. march 2023,19:45,1:0,Luton Town,Bristol City,{'4': 'home'},2022-2023,37
15. march 2023,20:00,1:2,Sunderland AFC,Sheffield United,"{'30': 'home', '45': 'away', '61': 'away'}",2022-2023,37
18. march 2023,15:00,1:1,Sunderland AFC,Luton Town,"{'51': 'away', '86': 'home'}",2022-2023,38
18. march 2023,15:00,1:4,Blackpool FC,Coventry City,"{'20': 'away', '35': 'home', '45': 'away', '50': 'away', '73': 'away'}",2022-2023,38
18. march 2023,15:00,4:0,Middlesbrough FC,Preston North End,"{'22': 'home', '52': 'home', '58': 'home', '90': 'home'}",2022-2023,38
18. march 2023,15:00,0:1,Millwall FC,Huddersfield Town,{'67': 'away'},2022-2023,38
18. march 2023,15:00,1:1,Reading FC,Hull City,"{'26': 'away', '44': 'home'}",2022-2023,38
18. march 2023,15:00,1:1,Watford FC,Wigan Athletic,"{'45': 'home', '51': 'away'}",2022-2023,38
18. march 2023,15:00,0:1,Queens Park Rangers,Birmingham City,{'3': 'away'},2022-2023,38
18. march 2023,15:00,0:0,Stoke City,Norwich City,,2022-2023,38
19. march 2023,12:30,2:0,Swansea City,Bristol City,"{'34': 'home', '77': 'home'}",2022-2023,38
25. april 2023,20:00,0:1,Blackburn Rovers,Burnley FC,{'66': 'away'},2022-2023,38
26. april 2023,20:00,2:0,Sheffield United,West Bromwich Albion,"{'58': 'home', '76': 'home'}",2022-2023,38
27. april 2023,20:00,1:2,Rotherham United,Cardiff City,"{None: 'away', '37': 'home', '87': 'away'}",2022-2023,38
31. march 2023,20:00,0:0,Burnley FC,Sunderland AFC,,2022-2023,39
1. april 2023,12:30,2:0,Luton Town,Watford FC,"{'28': 'home', '90': 'home'}",2022-2023,39
1. april 2023,12:30,3:1,Preston North End,Blackpool FC,"{'12': 'home', '26': 'home', '51': 'home', '89': 'away'}",2022-2023,39
1. april 2023,15:00,1:0,Birmingham City,Blackburn Rovers,{'61': 'home'},2022-2023,39
1. april 2023,15:00,1:1,Bristol City,Reading FC,"{'45': 'home', '72': 'away'}",2022-2023,39
1. april 2023,15:00,2:3,Cardiff City,Swansea City,"{'3': 'away', '33': 'away', '35': 'home', '83': 'home', '90': 'away'}",2022-2023,39
1. april 2023,15:00,0:4,Coventry City,Stoke City,"{'6': 'away', '40': 'away', '71': 'away', '77': 'away'}",2022-2023,39
1. april 2023,15:00,4:2,Huddersfield Town,Middlesbrough FC,"{'43': 'away', '46': 'home', '54': 'home', '57': 'home', '66': 'home', '74': 'away'}",2022-2023,39
1. april 2023,15:00,0:0,Hull City,Rotherham United,,2022-2023,39
1. april 2023,15:00,0:1,Norwich City,Sheffield United,{'62': 'away'},2022-2023,39
1. april 2023,15:00,0:0,West Bromwich Albion,Millwall FC,,2022-2023,39
1. april 2023,15:00,1:0,Wigan Athletic,Queens Park Rangers,{'6': 'home'},2022-2023,39
7. april 2023,12:30,0:0,Millwall FC,Luton Town,,2022-2023,40
7. april 2023,13:00,3:1,Rotherham United,West Bromwich Albion,"{'32': 'away', '42': 'home', '50': 'home', '76': 'home'}",2022-2023,40
7. april 2023,15:00,0:2,Blackburn Rovers,Norwich City,"{'11': 'away', '55': 'away'}",2022-2023,40
7. april 2023,15:00,1:3,Blackpool FC,Cardiff City,"{'21': 'away', '37': 'away', '40': 'away', '74': 'home'}",2022-2023,40
7. april 2023,15:00,1:1,Reading FC,Birmingham City,"{'7': 'home', '29': 'away'}",2022-2023,40
7. april 2023,15:00,2:3,Watford FC,Huddersfield Town,"{'32': 'home', '44': 'away', '55': 'away', '82': 'away', '90': 'home'}",2022-2023,40
7. april 2023,15:00,0:2,Queens Park Rangers,Preston North End,"{'59': 'away', '63': 'away'}",2022-2023,40
7. april 2023,15:00,1:0,Sheffield United,Wigan Athletic,{'8': 'home'},2022-2023,40
7. april 2023,15:00,1:2,Stoke City,Bristol City,"{'36': 'home', '72': 'away', '85': 'away'}",2022-2023,40
7. april 2023,15:00,0:0,Swansea City,Coventry City,,2022-2023,40
7. april 2023,17:30,4:4,Sunderland AFC,Hull City,"{'11': 'away', '21': 'home', '22': 'home', '25': 'away', '66': 'away', '73': 'home', '81': 'home', '90': 'away'}",2022-2023,40
7. april 2023,20:00,1:2,Middlesbrough FC,Burnley FC,"{'12': 'away', '48': 'home', '66': 'away'}",2022-2023,40
10. april 2023,12:30,2:2,Huddersfield Town,Blackburn Rovers,"{'16': 'home', '22': 'home', '47': 'away', '90': 'away'}",2022-2023,41
10. april 2023,15:00,0:0,Birmingham City,Stoke City,,2022-2023,41
10. april 2023,15:00,0:1,Cardiff City,Sunderland AFC,{'60': 'away'},2022-2023,41
10. april 2023,15:00,2:2,Coventry City,Watford FC,"{'6': 'away', '45': 'away', '58': 'home', '72': 'home'}",2022-2023,41
10. april 2023,15:00,1:0,Hull City,Millwall FC,{'70': 'home'},2022-2023,41
10. april 2023,15:00,3:1,Luton Town,Blackpool FC,"{'29': 'away', '45': 'home', '72': 'home', '76': 'home'}",2022-2023,41
10. april 2023,15:00,0:0,Norwich City,Rotherham United,,2022-2023,41
10. april 2023,15:00,2:1,Preston North End,Reading FC,"{'56': 'home', '83': 'away', '90': 'home'}",2022-2023,41
10. april 2023,15:00,2:2,West Bromwich Albion,Queens Park Rangers,"{'10': 'home', '13': 'home', '22': 'away', '49': 'away'}",2022-2023,41
10. april 2023,15:00,0:2,Wigan Athletic,Swansea City,"{'14': 'away', '34': 'away'}",2022-2023,41
10. april 2023,17:30,2:2,Bristol City,Middlesbrough FC,"{'45': 'home', '49': 'home', '58': 'away', '64': 'away'}",2022-2023,41
10. april 2023,20:00,2:0,Burnley FC,Sheffield United,"{'60': 'home', '70': 'home'}",2022-2023,41
14. april 2023,20:00,5:1,Middlesbrough FC,Norwich City,"{'7': 'home', '41': 'home', '43': 'home', '45': 'home', '49': 'home'}",2022-2023,42
15. april 2023,12:30,4:1,Sheffield United,Cardiff City,"{'19': 'away', '24': 'home', '54': 'home', '80': 'home', '85': 'home'}",2022-2023,42
15. april 2023,15:00,2:1,Sunderland AFC,Birmingham City,"{'29': 'away', '45': 'home', '75': 'home'}",2022-2023,42
15. april 2023,15:00,1:0,Blackpool FC,Wigan Athletic,{'2': 'home'},2022-2023,42
15. april 2023,15:00,2:0,Millwall FC,Preston North End,"{'14': 'home', '72': 'home'}",2022-2023,42
15. april 2023,15:00,0:0,Reading FC,Burnley FC,,2022-2023,42
15. april 2023,15:00,2:0,Watford FC,Bristol City,"{'6': 'home', '54': 'home'}",2022-2023,42
15. april 2023,15:00,0:3,Queens Park Rangers,Coventry City,"{'10': 'away', '86': 'away', '88': 'away'}",2022-2023,42
15. april 2023,15:00,0:2,Rotherham United,Luton Town,"{'45': 'away', '47': 'away'}",2022-2023,42
15. april 2023,15:00,1:2,Stoke City,West Bromwich Albion,"{'30': 'home', '59': 'away', '69': 'away'}",2022-2023,42
15. april 2023,15:00,1:0,Swansea City,Huddersfield Town,{'69': 'home'},2022-2023,42
15. april 2023,19:45,0:0,Blackburn Rovers,Hull City,,2022-2023,42
18. april 2023,19:45,1:1,Sunderland AFC,Huddersfield Town,"{'35': 'home', '59': 'away'}",2022-2023,43
18. april 2023,19:45,0:2,Blackpool FC,West Bromwich Albion,"{'18': 'away', '60': 'away'}",2022-2023,43
18. april 2023,19:45,2:2,Rotherham United,Burnley FC,"{'26': 'away', '45': 'home', '81': 'away', '85': 'home'}",2022-2023,43
18. april 2023,19:45,1:0,Sheffield United,Bristol City,{'77': 'home'},2022-2023,43
18. april 2023,19:45,0:1,Stoke City,Wigan Athletic,{'54': 'away'},2022-2023,43
18. april 2023,20:00,0:1,Millwall FC,Birmingham City,{'28': 'away'},2022-2023,43
19. april 2023,19:45,1:1,Blackburn Rovers,Coventry City,"{'39': 'home', '90': 'away'}",2022-2023,43
19. april 2023,19:45,1:3,Watford FC,Cardiff City,"{'11': 'home', '31': 'away', '35': 'away', '41': 'away'}",2022-2023,43
19. april 2023,19:45,1:1,Queens Park Rangers,Norwich City,"{'9': 'home', '46': 'away'}",2022-2023,43
19. april 2023,19:45,4:2,Swansea City,Preston North End,"{'2': 'home', '35': 'home', '44': 'home', '48': 'away', '71': 'away', '90': 'home'}",2022-2023,43
19. april 2023,20:00,3:1,Middlesbrough FC,Hull City,"{'41': 'away', '55': 'home', '58': 'home', '61': 'home'}",2022-2023,43
19. april 2023,20:00,1:1,Reading FC,Luton Town,"{'51': 'home', '81': 'away'}",2022-2023,43
22. april 2023,15:00,0:1,Birmingham City,Blackpool FC,{'74': 'away'},2022-2023,44
22. april 2023,15:00,2:1,Bristol City,Rotherham United,"{'15': 'home', '67': 'away', '90': 'home'}",2022-2023,44
22. april 2023,15:00,1:1,Cardiff City,Stoke City,"{'16': 'away', '29': 'home'}",2022-2023,44
22. april 2023,15:00,2:1,Coventry City,Reading FC,"{'36': 'home', '51': 'away', '54': 'home'}",2022-2023,44
22. april 2023,15:00,1:2,Burnley FC,Queens Park Rangers,"{'58': 'away', '76': 'home', '87': 'away'}",2022-2023,44
22. april 2023,15:00,1:0,Hull City,Watford FC,{'25': 'home'},2022-2023,44
22. april 2023,15:00,0:3,Norwich City,Swansea City,"{'23': 'away', '39': 'away', '64': 'away'}",2022-2023,44
22. april 2023,15:00,2:1,Wigan Athletic,Millwall FC,"{'14': 'home', '30': 'away', '84': 'home'}",2022-2023,44
22. april 2023,17:30,1:1,Preston North End,Blackburn Rovers,"{'80': 'away', '90': 'home'}",2022-2023,44
23. april 2023,12:00,1:2,West Bromwich Albion,Sunderland AFC,"{'45': 'home', '51': 'away', '84': 'away'}",2022-2023,44
24. april 2023,20:00,2:1,Luton Town,Middlesbrough FC,"{'40': 'away', '49': 'home', '67': 'home'}",2022-2023,44
4. may 2023,19:45,1:0,Huddersfield Town,Sheffield United,{'59': 'home'},2022-2023,44
28. april 2023,20:00,2:3,Blackpool FC,Millwall FC,"{'2': 'away', '36': 'home', '59': 'away', '67': 'home', '75': 'away'}",2022-2023,45
29. april 2023,15:00,2:2,Sunderland AFC,Watford FC,"{'17': 'away', '69': 'away', '70': 'home', '90': 'home'}",2022-2023,45
29. april 2023,15:00,1:2,Bristol City,Burnley FC,"{'33': 'away', '60': 'home', '62': 'away'}",2022-2023,45
29. april 2023,15:00,2:0,Coventry City,Birmingham City,"{'3': 'home', '42': 'home'}",2022-2023,45
29. april 2023,15:00,1:1,Reading FC,Wigan Athletic,"{'81': 'away', '90': 'home'}",2022-2023,45
29. april 2023,15:00,1:1,Hull City,Swansea City,"{'3': 'home', '39': 'away'}",2022-2023,45
29. april 2023,15:00,4:1,Sheffield United,Preston North End,"{'36': 'home', '63': 'away', '72': 'home', '75': 'home', '90': 'home'}",2022-2023,45
29. april 2023,15:00,0:1,Stoke City,Queens Park Rangers,{'48': 'away'},2022-2023,45
29. april 2023,17:30,2:1,West Bromwich Albion,Norwich City,"{'41': 'away', '45': 'home', '56': 'home'}",2022-2023,45
30. april 2023,12:00,1:2,Cardiff City,Huddersfield Town,"{'61': 'away', '69': 'away', '83': 'home'}",2022-2023,45
1. may 2023,13:00,1:0,Rotherham United,Middlesbrough FC,{'48': 'home'},2022-2023,45
1. may 2023,17:30,1:1,Blackburn Rovers,Luton Town,"{'50': 'away', '86': 'home'}",2022-2023,45
8. may 2023,15:00,1:2,Birmingham City,Sheffield United,"{'53': 'away', '56': 'away', '79': 'home'}",2022-2023,46
8. may 2023,15:00,3:0,Burnley FC,Cardiff City,"{'27': 'home', '31': 'home', '57': 'home'}",2022-2023,46
8. may 2023,15:00,1:1,Middlesbrough FC,Coventry City,"{'22': 'away', '45': 'home'}",2022-2023,46
8. may 2023,15:00,3:4,Millwall FC,Blackburn Rovers,"{'8': 'home', '22': 'away', '37': 'home', '39': 'home', '51': 'away', '63': 'away', '86': 'away'}",2022-2023,46
8. may 2023,15:00,2:0,Watford FC,Stoke City,"{'70': 'home', '74': 'home'}",2022-2023,46
8. may 2023,15:00,2:0,Huddersfield Town,Reading FC,"{'49': 'home', '84': 'home'}",2022-2023,46
8. may 2023,15:00,0:0,Luton Town,Hull City,,2022-2023,46
8. may 2023,15:00,0:1,Norwich City,Blackpool FC,{'15': 'away'},2022-2023,46
8. may 2023,15:00,0:3,Preston North End,Sunderland AFC,"{'54': 'away', '61': 'away', '65': 'away'}",2022-2023,46
8. may 2023,15:00,0:2,Queens Park Rangers,Bristol City,"{'28': 'away', '55': 'away'}",2022-2023,46
8. may 2023,15:00,3:2,Swansea City,West Bromwich Albion,"{'13': 'away', '26': 'home', '54': 'away', '66': 'home', '90': 'home'}",2022-2023,46
8. may 2023,15:00,0:0,Wigan Athletic,Rotherham United,,2022-2023,46
